Titre;Date_debut;Date_fin;Lieu;Description
R1.01c;20231106T150000Z;20231106T170000Z;G_012;\n\nRT1-TP B1\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
SAE1.05 SUIVI;20240115T110000Z;20240115T120000Z;D_110;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231017T140000Z;20231017T160000Z;G_012;\n\nRT1-TD B\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 1H;20230925T090000Z;20230925T100000Z;G_007;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231016T120000Z;20231016T140000Z;G_012;\n\nRT1-TD B\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
R1.09 (DS TP);20240112T100000Z;20240112T110000Z;D_110;\n\nRT1-TP A1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.04 TP;20231129T150000Z;20231129T170000Z;G_004;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.04 TP;20231201T150000Z;20231201T170000Z;G_004;\n\nRT1-TP B2\nCHEVRIER JEAN-PIERRE\n(Exporté le:10/01/2024 0
R1.01b;20230913T120000Z;20230913T140000Z;G_004;\n\nRT1-TD A\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 0
R1.01c;20231011T140000Z;20231011T160000Z;G_012;\n\nRT1-TD B\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231220T090000Z;20231220T110000Z;G_007;\n\nRT1-TP B2\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
R1.01b;20230919T080000Z;20230919T100000Z;D_110;\n\nRT1-TD A\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 0
SAE1.01 2H;20231010T080000Z;20231010T100000Z;G_007;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231114T090000Z;20231114T110000Z;D_032;\n\nRT1-TD A\nSABER OUAFAE\n(Exporté le:10/01/2024 06:47)\n
R1.15;20231201T073000Z;20231201T090000Z;D_110;\n\nRT1-TP A1\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.05;20231114T130000Z;20231114T150000Z;D_026;\n\nRT1-TD B\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.13;20231012T060000Z;20231012T080000Z;D_026;\n\nRT1-TD A\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\n
R1.13;20231107T070000Z;20231107T090000Z;G_019;\n\nRT1-TP A2\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 2H;20240112T070000Z;20240112T090000Z;G_019;\n\nRT1-TP A2\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 SUIVI;20230918T060000Z;20230918T070000Z;G_004;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
MOOC RECHERCHE DOCUMENTAIRE (MOODLE);20231114T130000Z;20231114T150000Z;G_002;\n\nRT1-TP A2\n(Exporté le:10/01/2024 06:47)\n
R1.06 2H;20230906T063000Z;20230906T083000Z;D_026;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
MOOC RECHERCHE DOCUMENTAIRE (MOODLE);20231114T070000Z;20231114T090000Z;G_004;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231205T070000Z;20231205T110000Z;G_004;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
Contrôle des Absences;20231004T114500Z;20231004T120000Z;vide;\n\nRT2-S3\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:
R1.12 2H;20231004T060000Z;20231004T080000Z;D_032;\n\nRT1-TD A\nNEJJAR NABIH\nArmoire PC portable\n(Exporté le:
R1.15;20230915T140000Z;20230915T160000Z;D_110;\n\nRT1-TD A\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
Soutien RT1-RT2 (Non Obligatoire);20231214T130000Z;20231214T170000Z;G_002\,D_110\,G_003\,G_004\,G_007\,D_026\,D_032;\n\nRT1-S1\n(Exporté le:10/01/2024 06:47)\n
R1.04 TP;20231117T070000Z;20231117T090000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.04 ELECTRONIQUE CH;20230911T060000Z;20230911T080000Z;D_026;\n\nRT1-TD A\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.04 DS TP;20231208T090000Z;20231208T110000Z;G_004;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.01b DS TP;20231002T120000Z;20231002T160000Z;G_004;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.02 SUIVI;20240108T140000Z;20240108T150000Z;G_019;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.08 (TP) PM;20230926T060000Z;20230926T080000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
SAE1.02 2H;20240112T150000Z;20240112T170000Z;G_012;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.08 (TP) FL;20230922T060000Z;20230922T080000Z;G_012;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.15;20230922T140000Z;20230922T160000Z;G_004;\n\nRT1-TD B\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.13;20231016T080000Z;20231016T100000Z;D_032;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
R1.04 TP;20231113T070000Z;20231113T090000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 DS TP 2H;20231220T070000Z;20231220T090000Z;D_110;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.04 TP;20231108T070000Z;20231108T090000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.03 DS TP;20231127T130000Z;20231127T170000Z;G_019;\n\nRT1-TP A2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
SAE1.03 2H;20240112T130000Z;20240112T150000Z;G_007;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231129T130000Z;20231129T170000Z;G_019;\n\nRT1-TP A1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.13;20231024T080000Z;20231024T100000Z;G_012;\n\nRT1-TP B2\nBIARD MATHIEU\nGIM equipement Jocker\n(Exporté
R1.08 (TP) PM;20231005T080000Z;20231005T100000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.05;20231208T130000Z;20231208T160000Z;G_007;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.04 DS TP;20231208T143000Z;20231208T163000Z;G_004;\n\nRT1-TP B2\nCHEVRIER JEAN-PIERRE\n(Exporté le:10/01/2024 0
R1.02 DS TP;20231213T080000Z;20231213T110000Z;G_019;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
SAE1.04 1h EN 2EME;20240110T150000Z;20240110T160000Z;G_004;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.13;20231019T060000Z;20231019T080000Z;D_032;\n\nRT1-TD A\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 SUIVI;20240117T090000Z;20240117T100000Z;D_110;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 2H;20231219T150000Z;20231219T170000Z;G_003;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
R1.13;20231011T140000Z;20231011T160000Z;D_026;\n\nRT1-TD A\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 1H;20240111T100000Z;20240111T110000Z;G_012;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
SAE1.04 SUIVI;20240117T070000Z;20240117T080000Z;D_110;\n\nRT1-TP A1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.08 (TP) PM;20231005T060000Z;20231005T080000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.06 2H;20230914T080000Z;20230914T100000Z;D_032;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.11;20240112T090000Z;20240112T110000Z;G_004;\n\nRT1-TP B2\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231027T060000Z;20231027T100000Z;G_019;\n\nRT1-TP A1\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
R1.04 TP;20231127T130000Z;20231127T150000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231220T150000Z;20231220T170000Z;D_032;\n\nRT1-TP A2\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
R1.04 SECURITE ELECTRIQUE QCM;20231018T093000Z;20231018T101500Z;G_003;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.04 PRE CCH 2H;20230919T120000Z;20230919T140000Z;D_110;\n\nRT1-TD A\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06:
SAE1.01 2H;20231122T090000Z;20231122T110000Z;G_012;\n\nRT1-TD A\n(Exporté le:10/01/2024 06:47)\n
R1.01b;20230906T140000Z;20230906T160000Z;G_011_AMPHI;\n\nRT1-S1\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 06:
R1.11;20231124T070000Z;20231124T090000Z;D_032;\n\nRT1-TD A\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231108T130000Z;20231108T150000Z;D_026;\n\nRT1-TD B\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 06
R1.09;20231219T130000Z;20231219T150000Z;D_110;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.01b;20230914T060000Z;20230914T080000Z;G_004;\n\nRT1-TD B\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06:
R1.15 DS 2H;20240108T070000Z;20240108T090000Z;G_011_AMPHI;\n\nRT1-S1\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 4H PRESENTATION ORALE EN DERNIER;20240119T070000Z;20240119T110000Z;G_019;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.13;20231003T120000Z;20231003T140000Z;D_032;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 SUIVI;20240109T150000Z;20240109T160000Z;G_012;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.15;20231201T150000Z;20231201T163000Z;D_110;\n\nRT1-TP A2\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.09 (DS TP);20240111T110000Z;20240111T120000Z;G_004;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231222T150000Z;20231222T170000Z;D_032;\n\nRT1-TP A1\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
SAE1.01 TP;20231010T120000Z;20231010T150000Z;G_007;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.04 DS TP;20231204T070000Z;20231204T090000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231208T120000Z;20231208T140000Z;G_019;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.10;20230920T120000Z;20230920T140000Z;G_014;\n\nRT1-TD B\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 06
R1.06 2H;20230913T080000Z;20230913T100000Z;D_026;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
SAE1.01 TP;20231108T140000Z;20231108T170000Z;G_007;\n\nRT1-TP A2\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.08 (TP) FL;20230929T120000Z;20230929T140000Z;G_012;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.02 4H PRESENTATION ORALE EN DERNIER;20240118T070000Z;20240118T110000Z;G_019;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
SAE1.03 TD;20240108T090000Z;20240108T100000Z;D_024;\n\nRT1-TD B\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231206T150000Z;20231206T170000Z;G_016;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.15;20231201T133000Z;20231201T150000Z;D_110;\n\nRT1-TP B2\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
SAE1.02;20231205T150000Z;20231205T160000Z;G_011_AMPHI;\n\nRT1-S1\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 06:
SAE1.PORTFOLIO en 1ER;20230922T140000Z;20230922T160000Z;D_110;\n\nRT1-TP A1\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
SAE1.05 SUIVI;20240115T090000Z;20240115T100000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 TP;20231012T070000Z;20231012T100000Z;G_019;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.04 TP;20231116T070000Z;20231116T090000Z;G_004;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 TD 2H;20230920T080000Z;20230920T100000Z;D_110;\n\nRT1-TD B\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231220T130000Z;20231220T150000Z;D_032;\n\nRT1-TP A1\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
R1.06 2H;20230915T060000Z;20230915T080000Z;D_026;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.10;20231011T120000Z;20231011T140000Z;D_024;\n\nRT1-TD B\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 06
R1.09;20231213T070000Z;20231213T090000Z;D_110;\n\nRT1-TP A1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231027T080000Z;20231027T100000Z;G_004;\n\nRT1-TD B\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 0
R1.07 TP;20231206T130000Z;20231206T150000Z;D_110;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.15;20231124T090000Z;20231124T103000Z;D_110;\n\nRT1-TP A1\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
VISITE BU TPB1 présence OBLIGATOIRE;20230928T090000Z;20230928T100000Z;vide;\n\nRT1-TP B1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231009T080000Z;20231009T100000Z;D_032;\n\nRT1-TD B\nSABER OUAFAE\n(Exporté le:10/01/2024 06:47)\n
R1.09;20231129T090000Z;20231129T110000Z;D_110;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231106T070000Z;20231106T090000Z;G_012;\n\nRT1-TP A1\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.10;20231004T140000Z;20231004T160000Z;D_024;\n\nRT1-TD B\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 06
MOOC RECHERCHE DOCUMENTAIRE (MOODLE);20231116T090000Z;20231116T110000Z;G_002;\n\nRT1-TP A1\n(Exporté le:10/01/2024 06:47)\n
SAE1.04 SUIVI;20240112T110000Z;20240112T120000Z;D_110;\n\nRT1-TP A1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.13 (ds);20231123T090000Z;20231123T110000Z;G_011_AMPHI;\n\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 TP 2H EN 3EME;20231222T070000Z;20231222T090000Z;G_019;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
SAE1.02 SUIVI;20231219T130000Z;20231219T140000Z;G_002;\n\nRT1-TP A1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
Soutien RT1-RT2 (Non Obligatoire);20231221T130000Z;20231221T170000Z;D_110\,G_019\,G_004\,G_007\,D_024\,D_032\,G_012;\n\nRT1-S1\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 SUIVI;20240115T100000Z;20240115T110000Z;D_110;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.03 2H;20240108T150000Z;20240108T170000Z;G_007;\n\nRT1-TP A1\n(Exporté le:10/01/2024 06:47)\n
R1.10;20240112T070000Z;20240112T090000Z;D_032;\n\nRT1-TP A1\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
R1.10;20231025T140000Z;20231025T160000Z;D_026;\n\nRT1-TD B\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 06
MOOC RECHERCHE DOCUMENTAIRE (MOODLE);20231110T130000Z;20231110T150000Z;G_002;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
VISITE BU TPB2 présence OBLIGATOIRE;20230920T140000Z;20230920T150000Z;vide;\n\nRT1-TP B2\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
R1.11;20231222T090000Z;20231222T110000Z;G_016;\n\nRT1-TP A2\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 SUIVI;20231109T110000Z;20231109T120000Z;D_110;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.04 TP;20231116T090000Z;20231116T110000Z;G_004;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231122T150000Z;20231122T170000Z;D_026;\n\nRT1-TP B1\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 0
R1.11;20240126T073000Z;20240126T090000Z;D_026;\n\nRT1-TP B2\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.05;20231207T080000Z;20231207T110000Z;G_007;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 4H PRESENTATION ORALE;20240126T070000Z;20240126T110000Z;G_001;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 SUIVI;20240115T070000Z;20240115T080000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 SUIVI;20230918T070000Z;20230918T080000Z;G_019;\n\nRT1-TP B2\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.05;20231214T080000Z;20231214T110000Z;G_007;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231107T090000Z;20231107T110000Z;G_004;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.14;20231215T130000Z;20231215T150000Z;D_026;\n\nRT1-TD B\nSABER OUAFAE\n(Exporté le:10/01/2024 06:47)\n
SAE1.04 4h Présentation orale;20240123T070000Z;20240123T110000Z;G_002b;\n\nRT1-TP A1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.07 DS TP 2H;20231222T070000Z;20231222T090000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231215T120000Z;20231215T140000Z;G_019;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231010T120000Z;20231010T140000Z;D_110;\n\nRT1-TD B\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.01b;20230915T080000Z;20230915T100000Z;G_012;\n\nRT1-TD B\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06:
R1.06;20230918T120000Z;20230918T160000Z;G_004;\n\nRT1-TP A1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.04 ELECTRONIQUE CH;20230911T120000Z;20230911T140000Z;D_024;\n\nRT1-TD A\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.08 (DS TP) FL;20231010T070000Z;20231010T100000Z;G_012b;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
