Titre;Date_debut;Date_fin;Lieu;Description
SAE1.02 SUIVI;20240108T160000Z;20240108T170000Z;G_019;\n\nRT1-TP A2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
Rentrée Accueil RT1;20230904T120000Z;20230904T140000Z;D_032;\n\nRT1-S1\nBONNARDOT FREDERIC\nHEYRAUD CHRISTOPHE\n(Exporté
ATELIER VIE DE CAMPUS;20230926T140000Z;20230926T153000Z;D_032;\n\nRT1-TD A\n(Exporté le:10/01/2024 06:47)\n
SAE1.03 SUIVI;20240111T100000Z;20240111T110000Z;G_007;\n\nRT1-TP A1\nEL BADAOUI MOHAMED\n(Exporté le:10/01/2024 06:
SAE1.04 1h EN 2EME;20240109T130000Z;20240109T140000Z;G_007;\n\nRT1-TP B1\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.07 TP;20231027T060000Z;20231027T080000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.06;20230926T120000Z;20230926T160000Z;G_004;\n\nRT1-TP B2\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:
Réunion d'information sur les séjours d'études et les stages à l';20231005T103000Z;20231005T113000Z;vide;\n\nRT1-S1\nRT2-S3\nRT3-TD C (CYBER)\n(Exporté le:10/01/2024
SAE1.PORTFOLIO en 1ER;20230922T120000Z;20230922T140000Z;D_110;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.07 TP;20231211T130000Z;20231211T150000Z;G_019;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.05;20231117T130000Z;20231117T150000Z;D_024;\n\nRT1-TD A\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 2H;20231005T080000Z;20231005T100000Z;G_002;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.04 TP;20231106T070000Z;20231106T090000Z;G_004;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231106T090000Z;20231106T110000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.06;20231003T060000Z;20231003T100000Z;G_004;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.07 TP;20231211T090000Z;20231211T110000Z;G_012;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.01b;20230926T060000Z;20230926T100000Z;G_007;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.04 2H;20240111T070000Z;20240111T090000Z;G_012b;\n\nRT1-TP A2\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 2H;20231212T070000Z;20231212T090000Z;G_019;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
R1.03 DS TD;20231024T100000Z;20231024T110000Z;G_004;\n\nRT1-TD A\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 0
R1.10;20231117T150000Z;20231117T170000Z;G_014;\n\nRT1-TD A\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)\
R1.06 2H;20230914T060000Z;20230914T080000Z;D_024;\n\nRT1-TD A\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.03;20231120T070000Z;20231120T110000Z;G_019;\n\nRT1-TP A2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
SAE1.01 2H;20230926T120000Z;20230926T140000Z;G_007;\n\nRT1-TP A1\n(Exporté le:10/01/2024 06:47)\n
R1.09;20231219T140000Z;20231219T160000Z;G_004;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231122T130000Z;20231122T150000Z;D_110;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.10;20231013T080000Z;20231013T100000Z;D_032;\n\nRT1-TD A\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)\
R1.07 TD 2H;20231020T070000Z;20231020T090000Z;G_003;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 SUIVI;20231106T110000Z;20231106T120000Z;G_019;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
Contrôle des Absences;20230929T114500Z;20230929T120000Z;vide;\n\nRT2-S3\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:
R1.04 ELECTRONIQUE MB;20230911T060000Z;20230911T080000Z;D_024;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231208T130000Z;20231208T150000Z;D_024;\n\nRT1-TD A\nSABER OUAFAE\n(Exporté le:10/01/2024 06:47)\n
R1.12 2H;20231025T120000Z;20231025T140000Z;D_032;\n\nRT1-TD B\narmoire PC JOKER\nNEJJAR NABIH\n(Exporté le:10/
R1.04 TP;20231122T070000Z;20231122T090000Z;G_004;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
Soutien RT1-RT2 (Non Obligatoire);20240118T130000Z;20240118T170000Z;G_002\,D_110\,G_003\,G_004\,G_007\,D_026\,D_032;\n\nRT1-S1\n(Exporté le:10/01/2024 06:47)\n
R1.09;20231222T130000Z;20231222T150000Z;G_002;\n\nRT1-TP B1\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.08 (DS TP) PM;20231010T070000Z;20231010T100000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
Contrôle des Absences;20231130T110000Z;20231130T111500Z;vide;\n\nRT2-S3\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:
R1.04 PRE CH 2H;20230927T080000Z;20230927T100000Z;D_110;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.08 (DS TP) PM;20231009T120000Z;20231009T150000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.07 TP;20231213T090000Z;20231213T110000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 TP 2H;20240111T090000Z;20240111T110000Z;G_004;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.06 2H;20230915T140000Z;20230915T160000Z;D_026;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.14;20231130T070000Z;20231130T090000Z;D_026;\n\nRT1-TD A\nSABER OUAFAE\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231020T120000Z;20231020T140000Z;G_004;\n\nRT1-TD A\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 0
R1.14;20230929T140000Z;20230929T160000Z;G_011_AMPHI;\n\nRT1-S1\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
R1.08 (TP) PM;20230920T060000Z;20230920T080000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.07 TP;20231120T070000Z;20231120T090000Z;D_110;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.05 SUIVI;20240122T100000Z;20240122T110000Z;G_002;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.06;20231010T120000Z;20231010T160000Z;G_004;\n\nRT1-TP A2\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:
SAE1.05;20240110T070000Z;20240110T090000Z;G_011_AMPHI;\n\nRT1-S1\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231018T060000Z;20231018T080000Z;G_012;\n\nRT1-TD A\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
R1.11;20231013T140000Z;20231013T160000Z;D_024;\n\nRT1-TD A\nLAURENT SYLVIANE\n(Exporté le:10/01/2024 06:47)
R1.13;20231025T140000Z;20231025T160000Z;D_110;\n\nRT1-TP A1\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\
R1.08 (TP) FL;20230922T120000Z;20230922T140000Z;G_012;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.08 (TP) FL;20231006T140000Z;20231006T160000Z;G_012b;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
Atelier de Prévention contre le Cyberharcèlement;20231026T090000Z;20231026T100000Z;D_032;\n\nRT1-TD B\n(Exporté le:10/01/2024 06:47)\n
MOOC RECHERCHE DOCUMENTAIRE (MOODLE);20231110T130000Z;20231110T150000Z;D_110;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
Contrôle des Absences;20231205T124500Z;20231205T130000Z;vide;\n\nRT2-S3\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:
SAE1.03 SUIVI;20240109T160000Z;20240109T170000Z;G_007;\n\nRT1-TP B1\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:
R1.11;20231215T090000Z;20231215T110000Z;G_012;\n\nRT1-TP B2\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 2H;20230927T080000Z;20230927T100000Z;G_002;\n\nRT1-TP A2\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231113T070000Z;20231113T090000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.03;20231024T060000Z;20231024T100000Z;G_019;\n\nRT1-TP B1\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
R1.07 TP;20231201T090000Z;20231201T110000Z;G_019;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.09;20231208T070000Z;20231208T090000Z;D_110;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.15;20231115T130000Z;20231115T150000Z;D_110;\n\nRT1-TD A\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231109T070000Z;20231109T110000Z;G_019;\n\nRT1-TP B1\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
SAE1.02 SUIVI;20231219T140000Z;20231219T150000Z;G_007;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.11;20231215T070000Z;20231215T090000Z;G_012;\n\nRT1-TP B1\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.04 PRE CCH 2H;20230904T140000Z;20230904T160000Z;G_014;\n\nRT1-TD A\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06:
R1.01b;20230928T060000Z;20230928T100000Z;G_003;\n\nRT1-TP B2\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
R1.14;20230927T060000Z;20230927T080000Z;G_011_AMPHI;\n\nRT1-S1\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
R1.06 1\,5H;20230914T100000Z;20230914T113000Z;D_032;\n\nRT1-TD B\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.09;20231221T090000Z;20231221T110000Z;D_110;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.07 TP;20231207T090000Z;20231207T110000Z;G_019;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.05;20240110T090000Z;20240110T110000Z;D_110;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.10;20231122T130000Z;20231122T150000Z;D_026;\n\nRT1-TP B2\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 0
R1.10;20231215T070000Z;20231215T090000Z;D_032;\n\nRT1-TP A2\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
R1.14;20231127T070000Z;20231127T090000Z;G_011_AMPHI;\n\nRT1-S1\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231213T090000Z;20231213T110000Z;G_016;\n\nRT1-TP B2\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
SAE1.PORTFOLIO en 2EME;20231222T070000Z;20231222T090000Z;G_003;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.07 TP;20231027T080000Z;20231027T100000Z;D_110;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.13;20230913T140000Z;20230913T160000Z;D_026;\n\nRT1-TD A\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\n
SAE1.02 4H PRESENTATION ORALE EN DERNIER;20240119T130000Z;20240119T170000Z;G_019;\n\nRT1-TP A1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.15;20230906T063000Z;20230906T083000Z;D_110;\n\nRT1-TD A\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.01b;20230926T120000Z;20230926T160000Z;G_019;\n\nRT1-TP B1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
R1.04 TP;20231108T150000Z;20231108T170000Z;G_004;\n\nRT1-TP B1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.07 TD 2H;20230908T080000Z;20230908T100000Z;G_003;\n\nRT1-TD B\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.10;20240117T130000Z;20240117T150000Z;D_026;\n\nRT1-TP B1\nDO RAMO BERRY CARLOS\n(Exporté le:10/01/2024 0
R1.14;20231212T090000Z;20231212T110000Z;D_110;\n\nRT1-TP B2\nANDRE NOEL\n(Exporté le:10/01/2024 06:47)\n
R1.14;20231213T130000Z;20231213T150000Z;D_110;\n\nRT1-TP A2\narmoire PC JOKER\nANDRE NOEL\n(Exporté le:10/0
R1.15;20231115T150000Z;20231115T170000Z;D_110;\n\nRT1-TD B\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.01b;20231002T120000Z;20231002T160000Z;G_012;\n\nRT1-TP B2\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
Soutien RT1-RT2 (Non Obligatoire);20231130T130000Z;20231130T170000Z;G_002\,D_110\,G_003\,G_019\,G_004\,G_007\,D_024;\n\nRT1-S1\n(Exporté le:10/01/2024 06:47)\n
R1.15;20231201T090000Z;20231201T103000Z;D_110;\n\nRT1-TP B1\nGAYA PATRICK\n(Exporté le:10/01/2024 06:47)\n
R1.13;20231013T060000Z;20231013T080000Z;D_032;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
SAE1.05 4H PRESENTATION ORALE;20240125T070000Z;20240125T110000Z;D_026;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231122T070000Z;20231122T110000Z;G_019;\n\nRT1-TP B2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.07 TD 2H;20230908T060000Z;20230908T080000Z;G_003;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231120T070000Z;20231120T110000Z;G_004;\n\nRT1-TP A1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.11;20231010T060000Z;20231010T080000Z;D_024;\n\nRT1-TP B1\nLAURENT SYLVIANE\n(Exporté le:10/01/2024 06:47
R1.04 TP;20231109T070000Z;20231109T090000Z;G_004;\n\nRT1-TP A1\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.04 PRE CCH 2H;20230911T140000Z;20230911T160000Z;D_026;\n\nRT1-TD A\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06:
R1.10;20230915T060000Z;20230915T080000Z;D_032;\n\nRT1-TD A\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)\
R1.10;20231122T150000Z;20231122T170000Z;D_032;\n\nRT1-TP A1\nTCHEN CASSANDRA\n(Exporté le:10/01/2024 06:47)
R1.02;20231016T140000Z;20231016T160000Z;G_011_AMPHI;\n\nRT1-S1\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024 06:
R1.01c TP DS;20231114T150000Z;20231114T170000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.01c;20231113T150000Z;20231113T170000Z;G_012;\n\nRT1-TP B2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.07 TP;20231023T120000Z;20231023T140000Z;G_019;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.11;20240112T130000Z;20240112T150000Z;D_110;\n\nRT1-TP A2\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.03;20231024T120000Z;20231024T160000Z;G_019;\n\nRT1-TP A1\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
R1.07 TP;20231214T070000Z;20231214T090000Z;D_110;\n\nRT1-TP B2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.07 TD 2H;20230921T080000Z;20230921T100000Z;G_003;\n\nRT1-TD A\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231026T060000Z;20231026T080000Z;G_012;\n\nRT1-TP B1\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
R1.11;20231222T150000Z;20231222T170000Z;G_003;\n\nRT1-TP B1\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
R1.01c;20231016T060000Z;20231016T080000Z;G_012;\n\nRT1-TD A\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 2H;20231123T070000Z;20231123T090000Z;G_003;\n\nRT1-TD B\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231121T130000Z;20231121T170000Z;G_012;\n\nRT1-TP B1\nCHAMBERT CHRISTOPHE\n(Exporté le:10/01/2024 06
R1.13;20230918T120000Z;20230918T140000Z;D_026;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
Contrôle des Absences;20231220T110000Z;20231220T111500Z;vide;\n\nRT2-S3\nRT1-S1\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:
R1.01b DS TP;20231003T060000Z;20231003T100000Z;D_110;\n\nRT1-TP B2\nCHEMINEAU CHRISTOPHE\n(Exporté le:10/01/2024 0
SAE1.03 1H;20240108T140000Z;20240108T150000Z;G_007;\n\nRT1-TP B2\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231106T130000Z;20231106T150000Z;G_002;\n\nRT1-TP A1\nLASSOUED FARID\n(Exporté le:10/01/2024 06:47)\
SAE1.03 2H;20240109T070000Z;20240109T090000Z;G_007;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
R1.06 2H;20230908T120000Z;20230908T140000Z;D_026;\n\nRT1-TD A\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.08 PM;20230918T060000Z;20230918T080000Z;G_012;\n\nRT1-TD A\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\n
R1.04 ELECTRONIQUE CH;20230928T080000Z;20230928T100000Z;D_024;\n\nRT1-TD A\nHEYRAUD CHRISTOPHE\n(Exporté le:10/01/2024 06:4
R1.13;20231106T070000Z;20231106T090000Z;D_110;\n\nRT1-TP B1\nGRIZONNET YANN\n(Exporté le:10/01/2024 06:47)\
R1.04 TP;20231127T090000Z;20231127T110000Z;G_004;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
R1.02;20231206T130000Z;20231206T170000Z;G_012;\n\nRT1-TP A2\nMATICHARD PIERRE-JEAN\n(Exporté le:10/01/2024
R1.12 2H;20231115T090000Z;20231115T110000Z;D_032;\n\nRT1-TD B\nArmoire PC portable\nNEJJAR NABIH\n(Exporté le:
R1.11;20240126T150000Z;20240126T163000Z;D_024;\n\nRT1-TP A1\nLONGIN RACHEL\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 MIPE;20230908T101500Z;20230908T111500Z;G_012;\n\nRT1-TD B\nBIARD MATHIEU\n(Exporté le:10/01/2024 06:47)\n
R1.07 TP;20231201T120000Z;20231201T140000Z;G_002;\n\nRT1-TP A2\nLACAN DAVID\n(Exporté le:10/01/2024 06:47)\n
R1.08 (TP) PM;20231002T080000Z;20231002T100000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
SAE1.03 SUIVI;20240110T150000Z;20240110T160000Z;G_007;\n\nRT1-TP A2\nAZNI MOHAMED\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 2H;20230920T060000Z;20230920T080000Z;G_004;\n\nRT1-TP B1\n(Exporté le:10/01/2024 06:47)\n
SAE1.01 1H;20231026T090000Z;20231026T100000Z;G_012b;\n\nRT1-TP A1\n(Exporté le:10/01/2024 06:47)\n
R1.08 (TP) PM;20230920T080000Z;20230920T100000Z;G_012;\n\nRT1-TP A2\nMARTINI PIERRE\n(Exporté le:10/01/2024 06:47)\
